host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
133,545,none,10,10,10/10,10
133,732,trans,10,10,10/10,10
153,178,none,3,10,3/10,7
153,178,trans,4,10,4/10,7
153,417,none,9,10,9/10,9
153,531,none,4,10,4/10,10
153,531,trans,6,10,6/10,10
153,545,complex,3,10,3/10,9
153,642,none,8,10,8/10,8
153,857,complex,6,10,6/10,10
153,857,none,1,10,1/10,10
153,857,trans,3,10,3/10,10
161,53,complex,1,10,1/10,8
161,53,none,6,10,6/10,8
161,67,complex,3,10,3/10,9
161,67,none,3,10,3/10,9
167,133,trans,10,10,10/10,10
167,545,trans,10,10,10/10,10
167,58,none,4,10,4/10,10
176,591,none,8,10,8/10,8
178,531,none,7,10,7/10,10
21,22,none,7,10,7/10,7
21,263,none,9,10,9/10,10
21,52,none,7,10,7/10,9
21,58,none,6,10,6/10,6
21,599,none,6,10,6/10,6
22,263,none,8,10,8/10,8
22,52,none,10,10,10/10,10
22,58,none,9,10,9/10,9
22,587,none,6,10,6/10,6
22,599,none,7,10,7/10,7
263,21,trans,1,10,1/10,10
263,52,none,8,10,8/10,10
263,58,none,7,10,7/10,7
263,599,none,7,10,7/10,7
3,53,complex,1,10,1/10,8
3,53,trans,7,10,7/10,8
3,67,complex,2,10,2/10,8
3,67,trans,6,10,6/10,8
327,67,none,2,10,2/10,10
330,67,none,4,10,4/10,10
334,732,none,2,10,2/10,10
347,395,none,9,10,9/10,10
351,652,trans,10,10,10/10,10
351,894,complex,8,10,8/10,10
395,347,trans,1,10,1/10,10
40,176,trans,10,10,10/10,10
40,591,trans,10,10,10/10,10
417,642,none,8,10,8/10,10
417,642,trans,2,10,2/10,10
417,857,none,6,10,6/10,6
495,67,none,2,10,2/10,10
52,21,trans,2,10,2/10,9
52,263,trans,2,10,2/10,10
52,3,trans,10,10,10/10,10
52,347,trans,9,10,9/10,9
52,351,trans,8,10,8/10,8
52,395,trans,9,10,9/10,9
52,58,none,9,10,9/10,9
52,587,none,6,10,6/10,6
52,599,complex,6,10,6/10,10
52,599,none,1,10,1/10,10
52,599,trans,3,10,3/10,10
52,670,trans,10,10,10/10,10
52,894,complex,8,10,8/10,10
52,894,trans,2,10,2/10,10
53,161,trans,1,10,1/10,8
53,67,complex,2,10,2/10,10
53,67,none,4,10,4/10,10
53,67,trans,2,10,2/10,10
531,178,trans,3,10,3/10,10
545,153,trans,6,10,6/10,9
545,40,trans,10,10,10/10,10
545,417,trans,10,10,10/10,10
545,642,trans,8,10,8/10,8
545,857,complex,1,10,1/10,6
545,857,trans,5,10,5/10,6
58,167,trans,6,10,6/10,10
58,587,complex,4,10,4/10,10
58,587,none,1,10,1/10,10
58,587,trans,4,10,4/10,10
58,599,none,7,10,7/10,7
587,58,trans,1,10,1/10,10
67,161,trans,3,10,3/10,9
67,327,trans,8,10,8/10,10
67,330,trans,6,10,6/10,10
67,495,trans,8,10,8/10,10
67,53,trans,2,10,2/10,10
67,674,none,2,10,2/10,10
67,674,trans,8,10,8/10,10
732,334,trans,8,10,8/10,10
894,351,trans,2,10,2/10,10
894,557,trans,10,10,10/10,10
