unique.split,parent.split,host,parent.host
783,unassigned_region-SPLIT1,783,unassigned_region
209,unassigned_region-SPLIT1,209,unassigned_region
731,209,731,209
146,731,146,731
815,731,815,731
25,unassigned_region-SPLIT1,25,unassigned_region
312-SPLIT1,25,312,25
16,unassigned_region-SPLIT1,16,unassigned_region
244,16,244,16
762,unassigned_region-SPLIT2,762,unassigned_region
98,unassigned_region-SPLIT2,98,unassigned_region
100,unassigned_region-SPLIT2,100,unassigned_region
376,100,376,100
459,100,459,100
312-SPLIT2,unassigned_region-SPLIT1,312,unassigned_region
325,312-SPLIT2,325,312
926,unassigned_region-SPLIT1,926,unassigned_region
720,unassigned_region-SPLIT3,720,unassigned_region
253,unassigned_region-SPLIT4,253,unassigned_region
659-SPLIT1,unassigned_region-SPLIT5,659,unassigned_region
23,unassigned_region-SPLIT5,23,unassigned_region
659-SPLIT2,23,659,23
397,unassigned_region-SPLIT4,397,unassigned_region
953,unassigned_region-SPLIT3,953,unassigned_region
189,unassigned_region-SPLIT1,189,unassigned_region
373,unassigned_region-SPLIT1,373,unassigned_region
133,unassigned_region-SPLIT6,133,unassigned_region
757,133,757,133
111,61,111,61
61,133,61,133
440,61,440,61
560,61,560,61
53-SPLIT1,unassigned_region-SPLIT7,53,unassigned_region
142,unassigned_region-SPLIT7,142,unassigned_region
53-SPLIT2,unassigned_region-SPLIT8,53,unassigned_region
970,unassigned_region-SPLIT8,970,unassigned_region
316,unassigned_region-SPLIT8,316,unassigned_region
39,65,39,65
65,unassigned_region-SPLIT7,65,unassigned_region
684,65,684,65
576,587,576,587
587,unassigned_region-SPLIT6,587,unassigned_region
3,unassigned_region-SPLIT1,3,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,244,unassigned_region,244
unassigned_region-SPLIT3,926,unassigned_region,926
unassigned_region-SPLIT4,720,unassigned_region,720
unassigned_region-SPLIT5,253,unassigned_region,253
unassigned_region-SPLIT6,373,unassigned_region,373
unassigned_region-SPLIT7,61,unassigned_region,61
unassigned_region-SPLIT8,142,unassigned_region,142
