host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
102,152,none,4,10,4/10,9
102,55,none,2,10,2/10,10
102,55,trans,7,10,7/10,10
152,102,trans,5,10,5/10,9
152,284,trans,10,10,10/10,10
152,523,none,7,10,7/10,10
152,523,trans,3,10,3/10,10
152,574,none,10,10,10/10,10
152,793,none,9,10,9/10,10
152,793,trans,1,10,1/10,10
152,809,trans,10,10,10/10,10
152,939,none,7,10,7/10,10
152,939,trans,3,10,3/10,10
191,938,none,7,10,7/10,7
487,523,complex,1,10,1/10,10
487,670,none,1,10,1/10,10
487,670,trans,9,10,9/10,10
523,423,trans,10,10,10/10,10
523,487,trans,9,10,9/10,10
523,574,none,7,10,7/10,7
523,793,none,6,10,6/10,6
523,939,none,10,10,10/10,10
55,102,trans,1,10,1/10,10
574,191,trans,10,10,10/10,10
574,793,none,9,10,9/10,9
574,938,trans,10,10,10/10,10
574,939,none,7,10,7/10,7
793,441,trans,10,10,10/10,10
793,718,trans,10,10,10/10,10
793,939,none,6,10,6/10,6
