unique.split,parent.split,host,parent.host
454,unassigned_region-SPLIT1,454,unassigned_region
29,454,29,454
588,454,588,454
166,588,166,588
521,unassigned_region-SPLIT1,521,unassigned_region
23,521,23,521
102,23,102,23
40,102,40,102
38,521,38,521
276,38,276,38
125-SPLIT2,unassigned_region-SPLIT1,125,unassigned_region
98,unassigned_region-SPLIT2,98,unassigned_region
193,unassigned_region-SPLIT2,193,unassigned_region
125-SPLIT1,193,125,193
33,unassigned_region-SPLIT3,33,unassigned_region
103-SPLIT1,33,103,33
741,unassigned_region-SPLIT3,741,unassigned_region
103-SPLIT2,unassigned_region-SPLIT3,103,unassigned_region
399,103-SPLIT2,399,103
39,unassigned_region-SPLIT3,39,unassigned_region
661,39,661,39
22,unassigned_region-SPLIT1,22,unassigned_region
328,unassigned_region-SPLIT1,328,unassigned_region
88,328,88,328
9,88,9,88
352,328,352,328
125-SPLIT3,unassigned_region-SPLIT1,125,unassigned_region
219,unassigned_region-SPLIT1,219,unassigned_region
112,unassigned_region-SPLIT1,112,unassigned_region
297,112,297,112
783,unassigned_region-SPLIT4,783,unassigned_region
90,unassigned_region-SPLIT4,90,unassigned_region
74,90,74,90
142,unassigned_region-SPLIT5,142,unassigned_region
178,unassigned_region-SPLIT5,178,unassigned_region
649,90,649,90
842,unassigned_region-SPLIT1,842,unassigned_region
162,unassigned_region-SPLIT1,162,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,125-SPLIT2,unassigned_region,125
unassigned_region-SPLIT3,125-SPLIT2,unassigned_region,125
unassigned_region-SPLIT4,112,unassigned_region,112
unassigned_region-SPLIT5,90,unassigned_region,90
