host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7
100,1000_to_1099,1049.5,20,20,1,5,3.81993675,3.81993675,2.9502420000000003,8.9566,5.059837910526316,5.059837910526316,3.81993675,3.81993675,2.9502420000000003,8.9566,5.059837910526316,5.059837910526316,1,0,0,0,0,0,0
117,1000_to_1099,1049.5,20,20,1,1,0.9340091499999998,0.9340091499999998,0.639544,2.116084,1.4199241,1.4199241,0.9340091499999998,0.9340091499999998,0.639544,2.116084,1.4199241,1.4199241,1,0,0,0,0,0,0
136,1000_to_1099,1049.5,20,20,1,1,0.2961552,0.2961552,0.274109,0.64713,0.41357845263157894,0.41357845263157894,0.2961552,0.2961552,0.274109,0.64713,0.41357845263157894,0.41357845263157894,1,0,0,0,0,0,0
142,1000_to_1099,1049.5,20,20,2,2,6.883724550000001,5.668562842105263,8.999061,15.664262,9.680073278947368,9.125900994152047,6.883724550000001,5.668562842105263,8.999061,15.664262,9.680073278947368,9.125900994152047,0.95,0.05,0,0,0,0,0
157,1000_to_1099,1049.5,20,20,1,1,1.0967537000000003,1.0967537000000003,0.572942,1.7206979999999998,0.9815285578947368,0.9815285578947368,1.0967537000000003,1.0967537000000003,0.572942,1.7206979999999998,0.9815285578947368,0.9815285578947368,1,0,0,0,0,0,0
158,1000_to_1099,1049.5,20,20,2,2,8.97885785,4.186118421052631,10.403679,15.221214999999999,7.165515384210527,6.340595157894737,8.97885785,4.186118421052631,10.403679,15.221214999999999,7.165515384210527,6.340595157894737,0.95,0.05,0,0,0,0,0
163,1000_to_1099,1049.5,20,20,1,1,5.96378835,5.96378835,7.520876,17.133484,9.608508426315788,9.608508426315788,5.96378835,5.96378835,7.520876,17.133484,9.608508426315788,9.608508426315788,1,0,0,0,0,0,0
181,1000_to_1099,1049.5,20,20,1,1,2.9419943999999996,2.9419943999999996,1.832511,6.833328000000001,4.194541831578947,4.194541831578947,2.9419943999999996,2.9419943999999996,1.832511,6.833328000000001,4.194541831578947,4.194541831578947,1,0,0,0,0,0,0
182,1000_to_1099,1049.5,20,20,1,1,0.6299837500000002,0.6299837500000002,1.2043380000000001,1.7334470000000002,0.7270578789473684,0.7270578789473684,0.6299837500000002,0.6299837500000002,1.2043380000000001,1.7334470000000002,0.7270578789473684,0.7270578789473684,1,0,0,0,0,0,0
185,1000_to_1099,1049.5,20,20,3,12,10.2417457,4.7924508999999995,8.036668999999998,26.029528000000003,15.321238136842107,5.916195622222222,10.2417457,4.7924508999999995,8.036668999999998,26.029528000000003,15.321238136842107,5.916195622222222,0.5,0.45,0.05,0,0,0,0
192,1000_to_1099,1049.5,20,20,1,1,0.9031217000000001,0.9031217000000001,0.8653620000000001,2.094098,1.4618142315789473,1.4618142315789473,0.9031217000000001,0.9031217000000001,0.8653620000000001,2.094098,1.4618142315789473,1.4618142315789473,1,0,0,0,0,0,0
201,1000_to_1099,1049.5,20,20,1,1,3.1263582,3.1263582,2.740802,8.600097000000002,4.583037831578947,4.583037831578947,3.1263582,3.1263582,2.740802,8.600097000000002,4.583037831578947,4.583037831578947,1,0,0,0,0,0,0
203,1000_to_1099,1049.5,20,20,1,1,2.4854200500000005,2.4854200500000005,2.645459,6.1613500000000005,3.555851889473684,3.555851889473684,2.4854200500000005,2.4854200500000005,2.645459,6.1613500000000005,3.555851889473684,3.555851889473684,1,0,0,0,0,0,0
204,1000_to_1099,1049.5,20,20,1,1,2.3703321500000003,2.3703321500000003,2.414319,6.743065,3.619962836842105,3.619962836842105,2.3703321500000003,2.3703321500000003,2.414319,6.743065,3.619962836842105,3.619962836842105,1,0,0,0,0,0,0
217,1000_to_1099,1049.5,20,20,1,1,1.3745123,1.3745123,1.721097,3.544699,2.232237242105263,2.232237242105263,1.3745123,1.3745123,1.721097,3.544699,2.232237242105263,2.232237242105263,1,0,0,0,0,0,0
232,1000_to_1099,1049.5,20,20,1,1,0.8988304499999998,0.8988304499999998,0.612961,2.0146189999999997,1.1781445736842107,1.1781445736842107,0.8988304499999998,0.8988304499999998,0.612961,2.0146189999999997,1.1781445736842107,1.1781445736842107,1,0,0,0,0,0,0
