unique.split,parent.split,host,parent.host
207-SPLIT1,unassigned_region-SPLIT1,207,unassigned_region
123-SPLIT1,unassigned_region-SPLIT2,123,unassigned_region
13,123-SPLIT1,13,123
648,unassigned_region-SPLIT2,648,unassigned_region
500,unassigned_region-SPLIT2,500,unassigned_region
123-SPLIT2,500,123,500
93,unassigned_region-SPLIT1,93,unassigned_region
157,unassigned_region-SPLIT3,157,unassigned_region
316,unassigned_region-SPLIT3,316,unassigned_region
484,316,484,316
207-SPLIT2,unassigned_region-SPLIT1,207,unassigned_region
684,207-SPLIT2,684,207
790,unassigned_region-SPLIT1,790,unassigned_region
216,unassigned_region-SPLIT4,216,unassigned_region
290,unassigned_region-SPLIT4,290,unassigned_region
856,unassigned_region-SPLIT1,856,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,207-SPLIT1,unassigned_region,207
unassigned_region-SPLIT3,93,unassigned_region,93
unassigned_region-SPLIT4,790,unassigned_region,790
