host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
10,167,complex,6,10,6/10,8
115,184,complex,4,10,4/10,7
115,184,none,3,10,3/10,7
115,477,complex,10,10,10/10,10
115,581,complex,4,10,4/10,8
115,581,none,4,10,4/10,8
115,725,complex,2,10,2/10,6
115,725,none,4,10,4/10,6
144,184,none,6,10,6/10,6
144,428,complex,1,10,1/10,7
144,428,none,6,10,6/10,7
144,477,complex,6,10,6/10,7
144,581,complex,7,10,7/10,10
144,581,none,3,10,3/10,10
167,10,trans,2,10,2/10,8
167,179,complex,8,10,8/10,9
167,179,none,1,10,1/10,9
167,4,complex,9,10,9/10,10
167,4,trans,1,10,1/10,10
167,408,complex,1,10,1/10,10
167,408,trans,9,10,9/10,10
167,477,none,8,10,8/10,9
167,477,trans,1,10,1/10,9
167,589,complex,4,10,4/10,10
167,589,trans,6,10,6/10,10
167,68,complex,8,10,8/10,8
167,90,complex,7,10,7/10,9
167,90,none,1,10,1/10,9
167,90,trans,1,10,1/10,9
176,725,none,4,10,4/10,10
179,4,complex,5,10,5/10,9
179,4,none,4,10,4/10,9
179,477,complex,6,10,6/10,7
179,477,none,1,10,1/10,7
184,477,complex,3,10,3/10,6
19,408,complex,8,10,8/10,9
19,68,complex,3,10,3/10,6
19,68,none,3,10,3/10,6
210,408,complex,5,10,5/10,10
333,419,complex,6,10,6/10,10
333,419,none,2,10,2/10,10
368,546,none,9,10,9/10,10
368,546,trans,1,10,1/10,10
368,672,none,9,10,9/10,10
368,672,trans,1,10,1/10,10
368,725,none,2,10,2/10,10
4,90,complex,3,10,3/10,9
4,90,none,6,10,6/10,9
408,19,trans,1,10,1/10,9
408,210,trans,5,10,5/10,10
408,68,complex,6,10,6/10,7
408,68,trans,1,10,1/10,7
419,333,trans,2,10,2/10,10
419,477,complex,3,10,3/10,7
428,477,complex,4,10,4/10,8
428,581,none,5,10,5/10,7
428,581,trans,1,10,1/10,7
477,144,trans,1,10,1/10,7
477,184,trans,3,10,3/10,6
477,333,trans,7,10,7/10,7
477,419,trans,4,10,4/10,7
477,428,trans,4,10,4/10,8
477,581,complex,7,10,7/10,7
477,725,complex,5,10,5/10,9
477,725,trans,4,10,4/10,9
546,672,none,10,10,10/10,10
546,725,none,1,10,1/10,9
581,428,trans,1,10,1/10,7
589,69,trans,10,10,10/10,10
589,841,complex,3,10,3/10,10
589,841,trans,7,10,7/10,10
589,96,none,2,10,2/10,10
589,96,trans,8,10,8/10,10
672,725,none,1,10,1/10,9
725,176,trans,6,10,6/10,10
725,368,trans,8,10,8/10,10
725,380,trans,10,10,10/10,10
725,546,trans,8,10,8/10,9
725,672,trans,8,10,8/10,9
