host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
153,264,complex,4,10,4/10,8
153,264,none,1,10,1/10,8
22,722,complex,1,10,1/10,10
233,374,complex,5,10,5/10,6
259,264,complex,8,10,8/10,9
259,264,none,1,10,1/10,9
259,585,complex,8,10,8/10,9
259,585,none,1,10,1/10,9
264,153,trans,3,10,3/10,8
264,374,complex,6,10,6/10,10
264,374,none,1,10,1/10,10
264,374,trans,3,10,3/10,10
264,453,complex,8,10,8/10,10
264,453,trans,2,10,2/10,10
264,585,complex,7,10,7/10,9
264,585,none,1,10,1/10,9
264,585,trans,1,10,1/10,9
264,722,complex,3,10,3/10,9
264,722,none,3,10,3/10,9
264,722,trans,3,10,3/10,9
264,776,complex,3,10,3/10,10
264,776,trans,7,10,7/10,10
374,233,trans,1,10,1/10,6
374,722,complex,3,10,3/10,7
374,722,none,2,10,2/10,7
374,722,trans,2,10,2/10,7
412,585,complex,6,10,6/10,10
585,412,trans,4,10,4/10,10
585,700,complex,5,10,5/10,10
585,700,trans,5,10,5/10,10
722,22,trans,9,10,9/10,10
