host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
109,17,none,2,10,2/10,10
117,17,none,9,10,9/10,10
117,17,trans,1,10,1/10,10
117,976,none,1,10,1/10,8
136,967,complex,8,10,8/10,10
136,967,none,1,10,1/10,10
143,161,complex,1,10,1/10,9
143,161,none,5,10,5/10,9
143,161,trans,3,10,3/10,9
143,252,none,6,10,6/10,8
143,252,trans,2,10,2/10,8
143,34,none,8,10,8/10,10
143,34,trans,2,10,2/10,10
143,370,none,7,10,7/10,10
143,370,trans,3,10,3/10,10
143,976,complex,1,10,1/10,10
161,34,none,6,10,6/10,6
161,370,none,7,10,7/10,8
17,109,trans,8,10,8/10,10
17,150,trans,10,10,10/10,10
17,976,none,1,10,1/10,8
197,967,complex,6,10,6/10,8
197,967,trans,2,10,2/10,8
197,976,complex,3,10,3/10,7
197,976,none,4,10,4/10,7
252,26,trans,10,10,10/10,10
252,303,trans,9,10,9/10,9
252,34,none,8,10,8/10,10
252,551,trans,10,10,10/10,10
303,551,none,8,10,8/10,9
307,364,none,1,10,1/10,9
307,364,trans,8,10,8/10,9
307,407,complex,2,10,2/10,6
307,407,none,4,10,4/10,6
307,43,none,1,10,1/10,9
307,43,trans,8,10,8/10,9
307,967,complex,2,10,2/10,10
307,967,none,4,10,4/10,10
34,252,trans,2,10,2/10,10
34,370,none,7,10,7/10,7
354,967,none,2,10,2/10,6
364,43,none,10,10,10/10,10
370,161,trans,1,10,1/10,8
407,967,complex,8,10,8/10,10
407,976,complex,3,10,3/10,6
407,976,none,3,10,3/10,6
551,303,trans,1,10,1/10,9
84,967,complex,7,10,7/10,9
84,967,none,1,10,1/10,9
967,136,trans,1,10,1/10,10
967,307,trans,4,10,4/10,10
967,354,trans,4,10,4/10,6
967,407,trans,2,10,2/10,10
967,84,trans,1,10,1/10,9
967,976,complex,1,10,1/10,8
967,976,none,6,10,6/10,8
976,117,trans,7,10,7/10,8
976,143,trans,9,10,9/10,10
976,161,trans,6,10,6/10,6
976,17,trans,7,10,7/10,8
976,252,trans,6,10,6/10,6
976,305,trans,10,10,10/10,10
976,34,trans,8,10,8/10,8
976,370,trans,7,10,7/10,7
976,817,trans,10,10,10/10,10
976,967,trans,1,10,1/10,8
