host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8,prop.gp.9
107,1000_to_1099,1049.5,10,10,1,1,2.5383027999999994,2.5383027999999994,4.338283,8.908579,4.081098666666667,4.081098666666667,2.5383027999999994,2.5383027999999994,4.338283,8.908579,4.081098666666667,4.081098666666667,1,0,0,0,0,0,0,0,0
12,1000_to_1099,1049.5,10,10,1,1,0.6030426999999999,0.6030426999999999,0.339239,1.0799690000000002,0.6362240666666666,0.6362240666666666,0.6030426999999999,0.6030426999999999,0.339239,1.0799690000000002,0.6362240666666666,0.6362240666666666,1,0,0,0,0,0,0,0,0
137,1000_to_1099,1049.5,10,10,1,4,2.4405042,2.4405042,2.484817,5.403561000000001,3.394906577777778,3.394906577777778,2.4405042,2.4405042,2.484817,5.403561000000001,3.394906577777778,3.394906577777778,1,0,0,0,0,0,0,0,0
141,1000_to_1099,1049.5,10,10,1,1,1.5835659,1.5835659,1.642892,4.3063959999999994,2.5083714,2.5083714,1.5835659,1.5835659,1.642892,4.3063959999999994,2.5083714,2.5083714,1,0,0,0,0,0,0,0,0
150,1000_to_1099,1049.5,10,10,1,1,1.5703521000000003,1.5703521000000003,1.862186,4.347893000000001,2.2721807333333333,2.2721807333333333,1.5703521000000003,1.5703521000000003,1.862186,4.347893000000001,2.2721807333333333,2.2721807333333333,1,0,0,0,0,0,0,0,0
152,1000_to_1099,1049.5,10,10,1,1,0.7113655000000001,0.7113655000000001,0.753308,2.208021,1.0311586,1.0311586,0.7113655000000001,0.7113655000000001,0.753308,2.208021,1.0311586,1.0311586,1,0,0,0,0,0,0,0,0
158,1000_to_1099,1049.5,10,10,1,1,1.1465684999999999,1.1465684999999999,1.024515,2.724702,1.9064760222222223,1.9064760222222223,1.1465684999999999,1.1465684999999999,1.024515,2.724702,1.9064760222222223,1.9064760222222223,1,0,0,0,0,0,0,0,0
169,1000_to_1099,1049.5,10,10,2,8,1.3631529,1.4430356666666666,1.0560779999999999,3.7334869999999993,2.0134730444444444,2.2365142666666666,1.3631529,1.4430356666666666,1.0560779999999999,3.7334869999999993,2.0134730444444444,2.2365142666666666,0.6,0.4,0,0,0,0,0,0,0
173,1000_to_1099,1049.5,10,10,1,1,2.1375424999999995,2.1375424999999995,2.8880060000000003,5.71421,3.508150422222222,3.508150422222222,2.1375424999999995,2.1375424999999995,2.8880060000000003,5.71421,3.508150422222222,3.508150422222222,1,0,0,0,0,0,0,0,0
175,1000_to_1099,1049.5,10,10,1,1,0.5379259000000001,0.5379259000000001,0.723425,1.4187969999999999,0.7662735333333334,0.7662735333333334,0.5379259000000001,0.5379259000000001,0.723425,1.4187969999999999,0.7662735333333334,0.7662735333333334,1,0,0,0,0,0,0,0,0
183,1000_to_1099,1049.5,10,10,1,1,0.392924,0.392924,0.324398,0.994774,0.5303199555555556,0.5303199555555556,0.392924,0.392924,0.324398,0.994774,0.5303199555555556,0.5303199555555556,1,0,0,0,0,0,0,0,0
189,1000_to_1099,1049.5,10,10,1,3,1.3932514,1.3932514,1.363418,3.8932030000000006,2.1548043555555556,2.1548043555555556,1.3932514,1.3932514,1.363418,3.8932030000000006,2.1548043555555556,2.1548043555555556,1,0,0,0,0,0,0,0,0
196,1000_to_1099,1049.5,10,10,2,2,5.9845196000000005,4.768421444444445,5.266546,13.50922,7.103895244444444,6.455766944444444,5.9845196000000005,4.768421444444445,5.266546,13.50922,7.103895244444444,6.455766944444444,0.9,0.1,0,0,0,0,0,0,0
212,1000_to_1099,1049.5,10,10,2,3,6.3762836,5.129471111111112,6.893612,14.474669,7.1918614666666665,5.9840560555555555,6.3762836,5.129471111111112,6.893612,14.474669,7.1918614666666665,5.9840560555555555,0.9,0.1,0,0,0,0,0,0,0
225,1000_to_1099,1049.5,10,10,1,1,1.0800316,1.0800316,1.351003,3.1688330000000002,1.7567304888888888,1.7567304888888888,1.0800316,1.0800316,1.351003,3.1688330000000002,1.7567304888888888,1.7567304888888888,1,0,0,0,0,0,0,0,0
226,1000_to_1099,1049.5,10,10,1,1,0.31724020000000003,0.31724020000000003,0.225717,0.561282,0.28376088888888884,0.28376088888888884,0.31724020000000003,0.31724020000000003,0.225717,0.561282,0.28376088888888884,0.28376088888888884,1,0,0,0,0,0,0,0,0
231,1000_to_1099,1049.5,10,10,1,5,1.6013968000000003,1.6013968000000003,1.973797,3.896521,2.6918846666666667,2.6918846666666667,1.6013968000000003,1.6013968000000003,1.973797,3.896521,2.6918846666666667,2.6918846666666667,1,0,0,0,0,0,0,0,0
