host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
132,144,none,9,10,9/10,9
132,293,none,9,10,9/10,9
132,480,none,9,10,9/10,9
132,56,complex,1,10,1/10,10
132,56,trans,9,10,9/10,10
132,762,none,9,10,9/10,10
132,815,none,9,10,9/10,9
132,92,trans,10,10,10/10,10
144,293,none,10,10,10/10,10
144,36,complex,1,10,1/10,8
144,36,none,3,10,3/10,8
144,36,trans,4,10,4/10,8
144,422,trans,10,10,10/10,10
144,480,none,10,10,10/10,10
144,66,none,2,10,2/10,10
144,66,trans,8,10,8/10,10
144,691,none,2,10,2/10,8
144,691,trans,6,10,6/10,8
144,752,complex,1,10,1/10,10
144,752,none,4,10,4/10,10
144,752,trans,5,10,5/10,10
144,762,complex,1,10,1/10,10
144,762,none,9,10,9/10,10
144,815,none,9,10,9/10,9
144,938,none,2,10,2/10,10
144,938,trans,8,10,8/10,10
201,56,complex,2,10,2/10,10
207,92,none,2,10,2/10,10
216,69,none,2,10,2/10,7
216,88,none,3,10,3/10,7
293,217,trans,10,10,10/10,10
293,351,trans,10,10,10/10,10
293,480,none,10,10,10/10,10
293,552,trans,10,10,10/10,10
293,762,none,10,10,10/10,10
293,815,none,9,10,9/10,10
293,815,trans,1,10,1/10,10
36,752,none,7,10,7/10,10
36,846,trans,10,10,10/10,10
480,762,none,10,10,10/10,10
480,815,none,9,10,9/10,9
56,201,trans,8,10,8/10,10
56,92,none,10,10,10/10,10
66,69,trans,6,10,6/10,6
66,691,none,7,10,7/10,9
66,691,trans,2,10,2/10,9
66,74,trans,10,10,10/10,10
66,88,complex,6,10,6/10,10
66,88,trans,4,10,4/10,10
66,938,none,8,10,8/10,8
69,216,trans,5,10,5/10,7
69,88,complex,6,10,6/10,10
691,136,trans,10,10,10/10,10
691,938,none,6,10,6/10,6
752,36,trans,3,10,3/10,10
762,132,trans,1,10,1/10,10
762,815,none,9,10,9/10,9
88,216,trans,4,10,4/10,7
88,69,trans,4,10,4/10,10
92,207,trans,8,10,8/10,10
