host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8,prop.gp.9
107,1000_to_1099,1049.5,10,10,1,1,0.338519,0.338519,0.428309,0.873685,0.5426956444444444,0.5426956444444444,0.338519,0.338519,0.428309,0.873685,0.5426956444444444,0.5426956444444444,1,0,0,0,0,0,0,0,0
109,1000_to_1099,1049.5,10,10,2,9,0.18759679999999998,0.14991379999999999,0.23513799999999999,0.6094149999999999,0.29228977777777776,0.2211622,0.18759679999999998,0.14991379999999999,0.23513799999999999,0.6094149999999999,0.29228977777777776,0.2211622,0.5,0.5,0,0,0,0,0,0,0
110,1000_to_1099,1049.5,10,10,4,4,7.680873900000002,0.6052374000000001,8.592151,17.417972999999996,9.444599799999999,0.9387746,7.680873900000002,0.6052374000000001,8.592151,17.417972999999996,9.444599799999999,0.9387746,0.5,0.3,0.1,0.1,0,0,0,0,0
143,1000_to_1099,1049.5,10,10,2,2,1.8859883,1.2611506666666668,1.502119,3.5481290000000003,2.0013142444444445,1.8108253888888888,1.8859883,1.2611506666666668,1.502119,3.5481290000000003,2.0013142444444445,1.8108253888888888,0.9,0.1,0,0,0,0,0,0,0
149,1000_to_1099,1049.5,10,10,3,7,1.7634439,0.859872,2.1123009999999995,4.202453,2.4498049111111113,1.358591238095238,1.7634439,0.859872,2.1123009999999995,4.202453,2.4498049111111113,1.358591238095238,0.7,0.2,0.1,0,0,0,0,0,0
15,1000_to_1099,1049.5,10,10,3,9,4.406409399999999,2.8539673333333333,8.210689,14.645116,7.4368716444444445,4.878989466666667,4.406409399999999,2.8539673333333333,8.210689,14.645116,7.4368716444444445,4.878989466666667,0.6,0.3,0.1,0,0,0,0,0,0
16,1000_to_1099,1049.5,10,10,1,5,0.22068630000000003,0.22068630000000003,0.229658,0.46921999999999997,0.27157486666666664,0.27157486666666664,0.22068630000000003,0.22068630000000003,0.229658,0.46921999999999997,0.27157486666666664,0.27157486666666664,1,0,0,0,0,0,0,0,0
161,1000_to_1099,1049.5,10,10,3,10,1.8029616999999996,1.6389368749999997,1.71772,5.018313999999999,2.9723159333333333,2.82568425,1.8029616999999996,1.6389368749999997,1.71772,5.018313999999999,2.9723159333333333,2.82568425,0.8,0.1,0.1,0,0,0,0,0,0
167,1000_to_1099,1049.5,10,10,1,1,0.07600489999999999,0.07600489999999999,0.044125,0.131154,0.0726273111111111,0.0726273111111111,0.07600489999999999,0.07600489999999999,0.044125,0.131154,0.0726273111111111,0.0726273111111111,1,0,0,0,0,0,0,0,0
178,1000_to_1099,1049.5,10,10,3,3,7.181089499999999,2.4175425,5.737969000000001,16.656313,7.999325533333334,3.9738952666666667,7.181089499999999,2.4175425,5.737969000000001,16.656313,7.999325533333334,3.9738952666666667,0.6,0.2,0.2,0,0,0,0,0,0
184,1000_to_1099,1049.5,10,10,1,1,2.1179742000000004,2.1179742000000004,1.445709,5.342673,2.8389249333333333,2.8389249333333333,2.1179742000000004,2.1179742000000004,1.445709,5.342673,2.8389249333333333,2.8389249333333333,1,0,0,0,0,0,0,0,0
188,1000_to_1099,1049.5,10,10,5,8,1.7814052,1.16421475,2.204473,4.91662,2.9757555555555557,2.1353471666666666,1.7814052,1.16421475,2.204473,4.91662,2.9757555555555557,2.1353471666666666,0.4,0.2,0.2,0.1,0.1,0,0,0,0
197,1000_to_1099,1049.5,10,10,3,3,5.325652,2.0690864285714285,5.2780190000000005,13.043639999999998,7.2369988888888885,3.462103238095238,5.325652,2.0690864285714285,5.2780190000000005,13.043639999999998,7.2369988888888885,3.462103238095238,0.7,0.2,0.1,0,0,0,0,0,0
201,1000_to_1099,1049.5,10,10,1,4,1.5958203000000002,1.5958203000000002,1.450608,3.845875,2.2791175333333333,2.2791175333333333,1.5958203000000002,1.5958203000000002,1.450608,3.845875,2.2791175333333333,2.2791175333333333,1,0,0,0,0,0,0,0,0
207,1000_to_1099,1049.5,10,10,3,3,7.039014199999999,1.9511815714285714,11.684531,22.674379999999996,9.914607822222221,3.061654952380952,7.039014199999999,1.9511815714285714,11.684531,22.674379999999996,9.914607822222221,3.061654952380952,0.7,0.2,0.1,0,0,0,0,0,0
210,1000_to_1099,1049.5,10,10,1,1,0.545288,0.545288,0.604862,1.47676,0.724542488888889,0.724542488888889,0.545288,0.545288,0.604862,1.47676,0.724542488888889,0.724542488888889,1,0,0,0,0,0,0,0,0
217,1000_to_1099,1049.5,10,10,3,3,5.3158618,1.1016263333333334,4.2729989999999995,10.219987999999999,6.1734042222222225,1.2624098666666665,5.3158618,1.1016263333333334,4.2729989999999995,10.219987999999999,6.1734042222222225,1.2624098666666665,0.6,0.3,0.1,0,0,0,0,0,0
220,1000_to_1099,1049.5,10,10,1,1,2.1196298,2.1196298,1.748895,6.239734,3.2589087111111112,3.2589087111111112,2.1196298,2.1196298,1.748895,6.239734,3.2589087111111112,3.2589087111111112,1,0,0,0,0,0,0,0,0
227,1000_to_1099,1049.5,10,10,1,8,0.22857880000000003,0.22857880000000003,0.301287,0.503047,0.2436972,0.2436972,0.22857880000000003,0.22857880000000003,0.301287,0.503047,0.2436972,0.2436972,1,0,0,0,0,0,0,0,0
235,1000_to_1099,1049.5,10,10,1,1,2.6388404999999997,2.6388404999999997,2.266263,6.815861,4.5351914,4.5351914,2.6388404999999997,2.6388404999999997,2.266263,6.815861,4.5351914,4.5351914,1,0,0,0,0,0,0,0,0
265,1000_to_1099,1049.5,10,10,6,6,7.773558599999999,0.460332,9.561853,22.177719,12.522498,0.920664,7.773558599999999,0.460332,9.561853,22.177719,12.522498,0.920664,0.2,0.2,0.2,0.2,0.1,0.1,0,0,0
281,1000_to_1099,1049.5,10,10,1,1,1.0676736,1.0676736,0.944498,2.710743,1.5020712444444444,1.5020712444444444,1.0676736,1.0676736,0.944498,2.710743,1.5020712444444444,1.5020712444444444,1,0,0,0,0,0,0,0,0
284,1000_to_1099,1049.5,10,10,1,1,0.1634024,0.1634024,0.158103,0.277953,0.14968275555555555,0.14968275555555555,0.1634024,0.1634024,0.158103,0.277953,0.14968275555555555,0.14968275555555555,1,0,0,0,0,0,0,0,0
298,1000_to_1099,1049.5,10,10,4,4,4.094259200000001,1.2541295000000001,4.574142000000001,9.503436000000002,6.1600353777777785,2.112076066666667,4.094259200000001,1.2541295000000001,4.574142000000001,9.503436000000002,6.1600353777777785,2.112076066666667,0.6,0.2,0.1,0.1,0,0,0,0,0
306,1000_to_1099,1049.5,10,10,2,5,1.5774987999999996,1.0958722,1.769484,4.432601,2.507360177777778,1.3986132000000002,1.5774987999999996,1.0958722,1.769484,4.432601,2.507360177777778,1.3986132000000002,0.5,0.5,0,0,0,0,0,0,0
31,1000_to_1099,1049.5,10,10,3,7,1.404758,1.2881438571428572,1.426258,3.8776669999999998,2.0400056444444443,1.5258881904761905,1.404758,1.2881438571428572,1.426258,3.8776669999999998,2.0400056444444443,1.5258881904761905,0.7,0.2,0.1,0,0,0,0,0,0
313,1000_to_1099,1049.5,10,10,1,2,0.422875,0.422875,0.440466,1.1761980000000003,0.5467420000000001,0.5467420000000001,0.422875,0.422875,0.440466,1.1761980000000003,0.5467420000000001,0.5467420000000001,1,0,0,0,0,0,0,0,0
328,1000_to_1099,1049.5,10,10,1,7,0.3955752,0.3955752,0.239949,0.651913,0.3983602222222222,0.3983602222222222,0.3955752,0.3955752,0.239949,0.651913,0.3983602222222222,0.3983602222222222,1,0,0,0,0,0,0,0,0
336,1000_to_1099,1049.5,10,10,1,1,0.20631210000000003,0.20631210000000003,0.45237,0.741919,0.26347437777777777,0.26347437777777777,0.20631210000000003,0.20631210000000003,0.45237,0.741919,0.26347437777777777,0.26347437777777777,1,0,0,0,0,0,0,0,0
355,1000_to_1099,1049.5,10,10,1,1,0.1041739,0.1041739,0.102352,0.237975,0.09679153333333333,0.09679153333333333,0.1041739,0.1041739,0.102352,0.237975,0.09679153333333333,0.09679153333333333,1,0,0,0,0,0,0,0,0
373,1000_to_1099,1049.5,10,10,3,3,5.1231466999999995,2.357565,4.800997,14.053073000000001,7.811001444444445,3.657448666666667,5.1231466999999995,2.357565,4.800997,14.053073000000001,7.811001444444445,3.657448666666667,0.4,0.4,0.2,0,0,0,0,0,0
375,1000_to_1099,1049.5,10,10,1,1,1.5480328,1.5480328,0.983472,4.2808399999999995,2.186050266666667,2.186050266666667,1.5480328,1.5480328,0.983472,4.2808399999999995,2.186050266666667,2.186050266666667,1,0,0,0,0,0,0,0,0
397,1000_to_1099,1049.5,10,10,2,2,2.3145128,1.3115034444444444,5.944277,8.064285,3.229044311111111,2.222360277777778,2.3145128,1.3115034444444444,5.944277,8.064285,3.229044311111111,2.222360277777778,0.9,0.1,0,0,0,0,0,0,0
453,1000_to_1099,1049.5,10,10,1,6,0.292073,0.292073,0.43227,0.8057989999999999,0.3973025333333333,0.3973025333333333,0.292073,0.292073,0.43227,0.8057989999999999,0.3973025333333333,0.3973025333333333,1,0,0,0,0,0,0,0,0
456,1000_to_1099,1049.5,10,10,1,4,0.38763929999999996,0.38763929999999996,0.424272,1.017452,0.35413944444444445,0.35413944444444445,0.38763929999999996,0.38763929999999996,0.424272,1.017452,0.35413944444444445,0.35413944444444445,1,0,0,0,0,0,0,0,0
474,1000_to_1099,1049.5,10,10,5,6,5.120652399999999,0.928923,4.677463,12.818034,7.7532823111111115,1.551074,5.120652399999999,0.928923,4.677463,12.818034,7.7532823111111115,1.551074,0.3,0.3,0.2,0.1,0.1,0,0,0,0
