host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6
10,1000_to_1099,1049.5,10,10,6,7,10.7968071,2.120946,9.054023,25.353512000000002,17.547505133333335,4.241891333333333,10.7968071,2.120946,9.054023,25.353512000000002,17.547505133333335,4.241891333333333,0.3,0.2,0.2,0.1,0.1,0.1
103,1000_to_1099,1049.5,10,10,1,2,0.5880927,0.5880927,0.6633570000000001,1.4123550000000002,0.7759860666666668,0.7759860666666668,0.5880927,0.5880927,0.6633570000000001,1.4123550000000002,0.7759860666666668,0.7759860666666668,1,0,0,0,0,0
117,1000_to_1099,1049.5,10,10,1,6,0.8395957,0.8395957,0.956559,2.17105,1.075629,1.075629,0.8395957,0.8395957,0.956559,2.17105,1.075629,1.075629,1,0,0,0,0,0
122,1000_to_1099,1049.5,10,10,1,9,1.3782472000000001,1.3782472000000001,1.161202,2.771888,1.4891889333333332,1.4891889333333332,1.3782472000000001,1.3782472000000001,1.161202,2.771888,1.4891889333333332,1.4891889333333332,1,0,0,0,0,0
13,1000_to_1099,1049.5,10,10,1,2,1.2449802999999997,1.2449802999999997,1.9671159999999999,3.4627559999999997,1.4305296222222221,1.4305296222222221,1.2449802999999997,1.2449802999999997,1.9671159999999999,3.4627559999999997,1.4305296222222221,1.4305296222222221,1,0,0,0,0,0
14,1000_to_1099,1049.5,10,10,2,3,1.2491640000000002,0.5672688571428571,1.496273,3.18081,1.6142782666666666,0.8923908571428572,1.2491640000000002,0.5672688571428571,1.496273,3.18081,1.6142782666666666,0.8923908571428572,0.7,0.3,0,0,0,0
15,1000_to_1099,1049.5,10,10,1,1,1.1194845,1.1194845,1.004771,2.746289,1.6064751333333334,1.6064751333333334,1.1194845,1.1194845,1.004771,2.746289,1.6064751333333334,1.6064751333333334,1,0,0,0,0,0
16,1000_to_1099,1049.5,10,10,3,8,3.7360256,2.9675333749999995,4.898477,13.619989,5.570403555555555,3.8793608214285715,3.7360256,2.9675333749999995,4.898477,13.619989,5.570403555555555,3.8793608214285715,0.8,0.1,0.1,0,0,0
175,1000_to_1099,1049.5,10,10,1,1,0.1217852,0.1217852,0.23346799999999998,0.28745999999999994,0.1597452444444444,0.1597452444444444,0.1217852,0.1217852,0.23346799999999998,0.28745999999999994,0.1597452444444444,0.1597452444444444,1,0,0,0,0,0
185,1000_to_1099,1049.5,10,10,1,5,0.9733136,0.9733136,0.90821,1.915657,1.184014,1.184014,0.9733136,0.9733136,0.90821,1.915657,1.184014,1.184014,1,0,0,0,0,0
194,1000_to_1099,1049.5,10,10,1,1,0.2622382,0.2622382,0.375335,0.621875,0.3337966666666667,0.3337966666666667,0.2622382,0.2622382,0.375335,0.621875,0.3337966666666667,0.3337966666666667,1,0,0,0,0,0
20,1000_to_1099,1049.5,10,10,1,4,0.9083314999999998,0.9083314999999998,0.884543,1.673351,0.6277397111111112,0.6277397111111112,0.9083314999999998,0.9083314999999998,0.884543,1.673351,0.6277397111111112,0.6277397111111112,1,0,0,0,0,0
236,1000_to_1099,1049.5,10,10,1,1,0.9688633000000001,0.9688633000000001,1.993254,4.253718,1.5585118,1.5585118,0.9688633000000001,0.9688633000000001,1.993254,4.253718,1.5585118,1.5585118,1,0,0,0,0,0
