dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr025_nv10_9,0.964,0.964,0.964,0.962,0.893,0.926
SEIR015_sl1000_mr025_nv20_1,0.867,0.867,0.867,0.929,0.867,0.897
SEIR015_sl1000_mr025_nv20_10,0.889,0.889,0.889,0.8,0.889,0.842
SEIR015_sl1000_mr025_nv20_11,0.923,0.923,0.923,0.917,0.846,0.88
SEIR015_sl1000_mr025_nv20_12,0.667,0.7,0.683,0.857,0.6,0.706
SEIR015_sl1000_mr025_nv20_13,0.75,1,0.857,0.75,1,0.857
SEIR015_sl1000_mr025_nv20_14,0.913,0.955,0.933,0.95,0.864,0.905
SEIR015_sl1000_mr025_nv20_15,0.76,0.792,0.776,0.944,0.708,0.81
SEIR015_sl1000_mr025_nv20_16,0.968,1,0.984,0.964,0.9,0.931
SEIR015_sl1000_mr025_nv20_17,0.909,0.893,0.901,0.956,0.768,0.851
SEIR015_sl1000_mr025_nv20_18,0.771,0.692,0.73,0.96,0.615,0.75
SEIR015_sl1000_mr025_nv20_19,0.583,0.636,0.609,0.692,0.818,0.75
SEIR015_sl1000_mr025_nv20_2,0.92,0.92,0.92,1,0.88,0.936
SEIR015_sl1000_mr025_nv20_20,0.778,0.737,0.757,0.765,0.684,0.722
SEIR015_sl1000_mr025_nv20_3,0.919,0.864,0.891,0.977,0.636,0.771
SEIR015_sl1000_mr025_nv20_4,0.889,0.97,0.928,0.917,0.667,0.772
SEIR015_sl1000_mr025_nv20_5,0.973,0.923,0.947,0.971,0.846,0.904
SEIR015_sl1000_mr025_nv20_6,0.85,0.895,0.872,0.917,0.868,0.892
SEIR015_sl1000_mr025_nv20_7,0.943,0.917,0.93,1,0.889,0.941
SEIR015_sl1000_mr025_nv20_8,0.879,0.761,0.816,0.917,0.657,0.765
SEIR015_sl1000_mr025_nv20_9,0.778,0.778,0.778,0.818,0.5,0.621
SEIR015_sl1000_mr025_nv5_1,0.857,0.429,0.571,0.857,0.429,0.571
SEIR015_sl1000_mr025_nv5_10,0.759,0.611,0.677,0.833,0.417,0.556
SEIR015_sl1000_mr025_nv5_11,0.951,0.83,0.886,0.963,0.553,0.703
SEIR015_sl1000_mr025_nv5_12,0.8,0.727,0.762,0.571,0.364,0.444
SEIR015_sl1000_mr025_nv5_13,0.867,0.839,0.852,0.917,0.71,0.8
SEIR015_sl1000_mr025_nv5_14,0.867,0.867,0.867,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv5_15,0.845,0.754,0.797,0.93,0.615,0.741
SEIR015_sl1000_mr025_nv5_16,1,0.885,0.939,1,0.615,0.762
SEIR015_sl1000_mr025_nv5_17,0.946,0.854,0.897,0.944,0.829,0.883
SEIR015_sl1000_mr025_nv5_18,0.816,0.727,0.769,0.875,0.636,0.737
SEIR015_sl1000_mr025_nv5_19,0.714,0.455,0.556,0.833,0.455,0.588
SEIR015_sl1000_mr025_nv5_2,1,0.556,0.714,1,0.556,0.714
SEIR015_sl1000_mr025_nv5_20,0.838,0.756,0.795,0.929,0.634,0.754
SEIR015_sl1000_mr025_nv5_3,0.762,0.593,0.667,0.929,0.481,0.634
SEIR015_sl1000_mr025_nv5_4,0.867,0.78,0.821,0.903,0.56,0.691
SEIR015_sl1000_mr025_nv5_5,0.769,0.476,0.588,0.667,0.286,0.4
SEIR015_sl1000_mr025_nv5_6,0.609,0.452,0.519,0.864,0.306,0.452
SEIR015_sl1000_mr025_nv5_7,0.852,0.885,0.868,0.85,0.654,0.739
SEIR015_sl1000_mr025_nv5_8,1,0.87,0.93,0.941,0.696,0.8
SEIR015_sl1000_mr025_nv5_9,0.735,0.625,0.676,0.762,0.4,0.525
SEIR015_sl1000_mr05_nv10_1,0.765,0.765,0.765,0.786,0.647,0.71
SEIR015_sl1000_mr05_nv10_10,0.875,0.778,0.824,0.857,0.667,0.75
SEIR015_sl1000_mr05_nv10_11,0.571,0.5,0.533,0.6,0.375,0.462
SEIR015_sl1000_mr05_nv10_12,0.727,1,0.842,0.727,1,0.842
SEIR015_sl1000_mr05_nv10_13,0.982,0.918,0.949,1,0.852,0.92
SEIR015_sl1000_mr05_nv10_14,0.809,0.826,0.817,0.897,0.565,0.693
SEIR015_sl1000_mr05_nv10_15,0.909,0.909,0.909,0.875,0.636,0.737
SEIR015_sl1000_mr05_nv10_16,0.907,0.951,0.929,1,0.878,0.935
SEIR015_sl1000_mr05_nv10_17,0.841,0.841,0.841,0.931,0.783,0.85
SEIR015_sl1000_mr05_nv10_18,0.804,0.902,0.851,0.917,0.805,0.857
SEIR015_sl1000_mr05_nv10_19,0.909,0.938,0.923,0.964,0.844,0.9
SEIR015_sl1000_mr05_nv10_2,0.941,0.762,0.842,0.909,0.714,0.8
SEIR015_sl1000_mr05_nv10_20,0.786,0.537,0.638,0.75,0.22,0.34
SEIR015_sl1000_mr05_nv10_3,0.86,0.875,0.867,0.923,0.857,0.889
SEIR015_sl1000_mr05_nv10_4,0.818,0.844,0.831,0.833,0.781,0.806
SEIR015_sl1000_mr05_nv10_5,0.818,0.818,0.818,0.889,0.727,0.8
SEIR015_sl1000_mr05_nv10_6,1,0.967,0.983,1,0.733,0.846
SEIR015_sl1000_mr05_nv10_7,0.714,0.769,0.741,0.769,0.769,0.769
SEIR015_sl1000_mr05_nv10_8,0.857,0.833,0.845,0.844,0.75,0.794
SEIR015_sl1000_mr05_nv10_9,0.8,0.8,0.8,0.917,0.733,0.815
SEIR015_sl250_mr025_nv10_1,0.75,0.882,0.811,0.929,0.765,0.839
SEIR015_sl250_mr025_nv10_10,0.643,0.61,0.626,0.846,0.373,0.518
SEIR015_sl250_mr025_nv10_11,0.543,0.559,0.551,0.667,0.471,0.552
SEIR015_sl250_mr025_nv10_12,0.615,0.744,0.674,0.781,0.581,0.667
SEIR015_sl250_mr025_nv10_13,0.8,0.75,0.774,1,0.75,0.857
SEIR015_sl250_mr025_nv10_14,0.618,0.84,0.712,0.714,0.6,0.652
SEIR015_sl250_mr025_nv10_15,0.717,0.776,0.745,0.769,0.612,0.682
SEIR015_sl250_mr025_nv10_16,0.471,0.593,0.525,0.667,0.37,0.476
SEIR015_sl250_mr025_nv10_17,0.5,0.333,0.4,0.5,0.25,0.333
SEIR015_sl250_mr025_nv10_18,0.533,0.727,0.615,0.556,0.455,0.5
SEIR015_sl250_mr025_nv10_19,0.5,0.432,0.464,0.619,0.351,0.448
SEIR015_sl250_mr025_nv10_2,0.45,0.409,0.429,0.5,0.227,0.312
SEIR015_sl250_mr025_nv10_20,0.725,0.879,0.795,0.742,0.697,0.719
SEIR015_sl250_mr025_nv10_3,0.5,0.467,0.483,0.333,0.2,0.25
SEIR015_sl250_mr025_nv10_4,0.808,0.84,0.824,0.84,0.84,0.84
SEIR015_sl250_mr025_nv10_5,0.778,0.875,0.824,0.7,0.875,0.778
SEIR015_sl250_mr025_nv10_6,0.545,0.686,0.608,0.593,0.457,0.516
SEIR015_sl250_mr025_nv10_7,0.429,0.375,0.4,0.667,0.25,0.364
SEIR015_sl250_mr025_nv10_8,0.821,0.852,0.836,0.909,0.741,0.816
SEIR015_sl250_mr025_nv10_9,0.7,0.933,0.8,0.8,0.533,0.64
SEIR015_sl500_mr025_nv10_1,0.75,0.9,0.818,0.778,0.7,0.737
SEIR015_sl500_mr025_nv10_10,0.889,0.93,0.909,0.919,0.791,0.85
SEIR015_sl500_mr025_nv10_11,0.857,0.75,0.8,1,0.75,0.857
SEIR015_sl500_mr025_nv10_12,0.815,0.83,0.822,0.889,0.604,0.719
SEIR015_sl500_mr025_nv10_13,0.767,0.821,0.793,0.8,0.714,0.755
SEIR015_sl500_mr025_nv10_14,1,0.778,0.875,1,1,1
SEIR015_sl500_mr025_nv10_15,0.836,0.879,0.857,0.881,0.638,0.74
SEIR015_sl500_mr025_nv10_16,0.733,0.917,0.815,0.833,0.833,0.833
SEIR015_sl500_mr025_nv10_17,0.786,0.786,0.786,0.857,0.857,0.857
SEIR015_sl500_mr025_nv10_18,0.75,0.577,0.652,0.737,0.538,0.622
SEIR015_sl500_mr025_nv10_19,1,1,1,1,1,1
SEIR015_sl500_mr025_nv10_2,1,0.875,0.933,0.875,0.875,0.875
SEIR015_sl500_mr025_nv10_20,0.885,0.844,0.864,0.907,0.609,0.729
SEIR015_sl500_mr025_nv10_3,0.8,0.649,0.716,0.882,0.405,0.556
SEIR015_sl500_mr025_nv10_4,0.814,0.854,0.833,0.871,0.659,0.75
SEIR015_sl500_mr025_nv10_5,0.917,0.786,0.846,1,0.929,0.963
SEIR015_sl500_mr025_nv10_6,0.722,0.684,0.703,0.765,0.684,0.722
SEIR015_sl500_mr025_nv10_7,0.847,0.806,0.826,0.889,0.645,0.748
SEIR015_sl500_mr025_nv10_8,0.815,0.791,0.803,0.902,0.687,0.78
SEIR015_sl500_mr025_nv10_9,0.714,0.909,0.8,0.833,0.909,0.87
SEIR01_sl1000_mr0125_nv10_1,0.867,0.722,0.788,0.875,0.778,0.824
SEIR01_sl1000_mr0125_nv10_10,0.963,0.963,0.963,0.959,0.87,0.913
SEIR01_sl1000_mr0125_nv10_11,1,1,1,1,1,1
SEIR01_sl1000_mr0125_nv10_12,1,0.4,0.571,1,0.2,0.333
SEIR01_sl1000_mr0125_nv10_13,1,1,1,1,1,1
SEIR01_sl1000_mr0125_nv10_14,0.964,0.9,0.931,0.966,0.933,0.949
SEIR01_sl1000_mr0125_nv10_15,1,0.917,0.957,1,0.875,0.933
SEIR01_sl1000_mr0125_nv10_16,1,0.714,0.833,1,1,1
SEIR01_sl1000_mr0125_nv10_17,1,1,1,1,1,1
SEIR01_sl1000_mr0125_nv10_18,0.935,0.956,0.945,0.952,0.889,0.92
SEIR01_sl1000_mr0125_nv10_19,0.963,0.867,0.912,1,0.867,0.929
SEIR01_sl1000_mr0125_nv10_2,1,0.923,0.96,1,1,1
SEIR01_sl1000_mr0125_nv10_20,1,0.96,0.98,1,1,1
SEIR01_sl1000_mr0125_nv10_3,0.925,0.974,0.949,0.971,0.895,0.932
SEIR01_sl1000_mr0125_nv10_4,0.913,0.875,0.894,1,0.833,0.909
SEIR01_sl1000_mr0125_nv10_5,0.955,0.894,0.923,0.953,0.872,0.911
SEIR01_sl1000_mr0125_nv10_6,0.957,0.917,0.936,1,0.854,0.921
SEIR01_sl1000_mr0125_nv10_7,1,0.949,0.974,1,0.949,0.974
SEIR01_sl1000_mr0125_nv10_8,1,1,1,1,1,1
SEIR01_sl1000_mr0125_nv10_9,0.959,1,0.979,1,0.915,0.956
SEIR01_sl1000_mr025_nv10_1,0.962,0.893,0.926,0.923,0.857,0.889
SEIR01_sl1000_mr025_nv10_10,0.889,0.889,0.889,0.889,0.889,0.889
SEIR01_sl1000_mr025_nv10_11,0.919,0.971,0.944,0.944,0.971,0.958
SEIR01_sl1000_mr025_nv10_12,0.857,0.75,0.8,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_13,0.947,0.9,0.923,0.938,0.75,0.833
SEIR01_sl1000_mr025_nv10_14,0.914,0.941,0.928,0.971,0.971,0.971
SEIR01_sl1000_mr025_nv10_15,1,1,1,1,1,1
SEIR01_sl1000_mr025_nv10_16,0.952,0.952,0.952,0.974,0.881,0.925
SEIR01_sl1000_mr025_nv10_17,0.905,0.844,0.874,0.972,0.778,0.864
SEIR01_sl1000_mr025_nv10_18,1,0.889,0.941,1,1,1
SEIR01_sl1000_mr025_nv10_19,0.895,0.864,0.879,0.887,0.797,0.839
SEIR01_sl1000_mr025_nv10_2,0.955,0.955,0.955,0.955,0.955,0.955
SEIR01_sl1000_mr025_nv10_20,1,1,1,1,0.941,0.97
SEIR01_sl1000_mr025_nv10_3,0.92,0.939,0.929,0.957,0.918,0.938
SEIR01_sl1000_mr025_nv10_4,0.981,0.981,0.981,0.978,0.865,0.918
SEIR01_sl1000_mr025_nv10_5,0.976,0.932,0.953,0.975,0.886,0.929
SEIR01_sl1000_mr025_nv10_6,1,0.857,0.923,1,1,1
SEIR01_sl1000_mr025_nv10_7,0.921,0.875,0.897,0.944,0.85,0.895
SEIR01_sl1000_mr025_nv10_8,0.917,0.815,0.863,0.96,0.889,0.923
SEIR01_sl1000_mr025_nv10_9,0.913,0.894,0.903,0.93,0.851,0.889
SEIR01_sl1000_mr025_nv20_1,0.865,1,0.928,0.879,0.906,0.892
SEIR01_sl1000_mr025_nv20_10,0.875,0.778,0.824,0.875,0.778,0.824
SEIR01_sl1000_mr025_nv20_11,1,0.8,0.889,1,1,1
SEIR01_sl1000_mr025_nv20_12,0.944,0.944,0.944,0.944,0.944,0.944
SEIR01_sl1000_mr025_nv20_13,0.895,0.879,0.887,0.962,0.879,0.919
SEIR01_sl1000_mr025_nv20_14,0.923,0.923,0.923,0.923,0.923,0.923
SEIR01_sl1000_mr025_nv20_15,0.955,0.913,0.933,0.957,0.957,0.957
SEIR01_sl1000_mr025_nv20_16,0.625,0.714,0.667,0.625,0.714,0.667
SEIR01_sl1000_mr025_nv20_17,0.917,0.88,0.898,0.917,0.88,0.898
SEIR01_sl1000_mr025_nv20_18,1,0.962,0.98,1,1,1
SEIR01_sl1000_mr025_nv20_19,1,1,1,1,1,1
SEIR01_sl1000_mr025_nv20_2,0.976,0.976,0.976,0.976,0.976,0.976
SEIR01_sl1000_mr025_nv20_20,0.933,0.903,0.918,0.926,0.806,0.862
SEIR01_sl1000_mr025_nv20_3,0.857,0.857,0.857,0.909,0.952,0.93
SEIR01_sl1000_mr025_nv20_4,1,0.875,0.933,1,1,1
SEIR01_sl1000_mr025_nv20_5,0.933,0.848,0.889,0.875,0.848,0.862
SEIR01_sl1000_mr025_nv20_6,1,1,1,1,1,1
SEIR01_sl1000_mr025_nv20_7,0.941,0.941,0.941,0.941,0.941,0.941
SEIR01_sl1000_mr025_nv20_8,1,0.8,0.889,1,1,1
SEIR01_sl1000_mr025_nv20_9,1,0.917,0.957,1,0.917,0.957
SEIR01_sl1000_mr025_nv5_1,0.872,0.829,0.85,0.938,0.732,0.822
SEIR01_sl1000_mr025_nv5_10,1,0.545,0.706,1,0.606,0.755
SEIR01_sl1000_mr025_nv5_11,0.875,0.737,0.8,0.938,0.789,0.857
SEIR01_sl1000_mr025_nv5_12,0.846,0.579,0.688,0.941,0.842,0.889
SEIR01_sl1000_mr025_nv5_13,1,0.75,0.857,1,1,1
SEIR01_sl1000_mr025_nv5_14,1,1,1,1,0.9,0.947
SEIR01_sl1000_mr025_nv5_15,0.926,0.926,0.926,0.885,0.852,0.868
SEIR01_sl1000_mr025_nv5_16,1,0.722,0.839,1,0.833,0.909
SEIR01_sl1000_mr025_nv5_17,1,0.818,0.9,1,1,1
SEIR01_sl1000_mr025_nv5_18,0.886,0.83,0.857,1,0.787,0.881
SEIR01_sl1000_mr025_nv5_19,0.982,0.948,0.965,0.982,0.966,0.974
SEIR01_sl1000_mr025_nv5_2,0.933,0.875,0.903,0.929,0.812,0.867
SEIR01_sl1000_mr025_nv5_20,0.95,0.792,0.864,0.944,0.708,0.81
SEIR01_sl1000_mr025_nv5_3,0.9,0.9,0.9,1,0.9,0.947
SEIR01_sl1000_mr025_nv5_4,0.857,0.84,0.848,0.975,0.78,0.867
SEIR01_sl1000_mr025_nv5_5,0.8,0.784,0.792,0.909,0.588,0.714
SEIR01_sl1000_mr025_nv5_6,1,1,1,1,1,1
SEIR01_sl1000_mr025_nv5_7,1,0.9,0.947,1,0.9,0.947
SEIR01_sl1000_mr025_nv5_8,0.955,0.913,0.933,0.955,0.913,0.933
SEIR01_sl1000_mr025_nv5_9,1,0.667,0.8,1,0.889,0.941
SEIR01_sl1000_mr05_nv10_1,1,0.846,0.917,1,0.846,0.917
SEIR01_sl1000_mr05_nv10_10,1,1,1,1,1,1
SEIR01_sl1000_mr05_nv10_11,0.844,0.844,0.844,0.844,0.844,0.844
SEIR01_sl1000_mr05_nv10_12,0.93,0.914,0.922,0.962,0.862,0.909
SEIR01_sl1000_mr05_nv10_13,1,0.875,0.933,1,1,1
SEIR01_sl1000_mr05_nv10_14,0.889,0.821,0.853,0.862,0.641,0.735
SEIR01_sl1000_mr05_nv10_15,0.933,0.875,0.903,0.938,0.938,0.938
SEIR01_sl1000_mr05_nv10_16,1,1,1,1,1,1
SEIR01_sl1000_mr05_nv10_17,1,1,1,1,0.909,0.952
SEIR01_sl1000_mr05_nv10_18,0.929,0.929,0.929,0.923,0.857,0.889
SEIR01_sl1000_mr05_nv10_19,0.833,0.714,0.769,0.833,0.714,0.769
SEIR01_sl1000_mr05_nv10_2,1,1,1,1,1,1
SEIR01_sl1000_mr05_nv10_20,0.942,0.942,0.942,0.979,0.885,0.929
SEIR01_sl1000_mr05_nv10_3,0.957,0.88,0.917,1,0.92,0.958
SEIR01_sl1000_mr05_nv10_4,0.9,0.818,0.857,0.75,0.818,0.783
SEIR01_sl1000_mr05_nv10_5,1,0.944,0.971,1,1,1
SEIR01_sl1000_mr05_nv10_6,0.95,0.95,0.95,0.939,0.775,0.849
SEIR01_sl1000_mr05_nv10_7,0.889,0.87,0.879,0.95,0.826,0.884
SEIR01_sl1000_mr05_nv10_8,1,1,1,1,1,1
SEIR01_sl1000_mr05_nv10_9,1,0.962,0.98,1,0.923,0.96
SEIR01_sl250_mr025_nv10_1,0.705,0.689,0.697,0.811,0.667,0.732
SEIR01_sl250_mr025_nv10_10,0.765,0.765,0.765,0.833,0.882,0.857
SEIR01_sl250_mr025_nv10_11,0.75,0.75,0.75,0.8,0.75,0.774
SEIR01_sl250_mr025_nv10_12,0.74,0.86,0.796,0.837,0.837,0.837
SEIR01_sl250_mr025_nv10_13,0.667,0.667,0.667,0.6,0.5,0.545
SEIR01_sl250_mr025_nv10_14,0.755,0.87,0.808,0.857,0.652,0.741
SEIR01_sl250_mr025_nv10_15,0.875,1,0.933,0.875,1,0.933
SEIR01_sl250_mr025_nv10_16,0.617,0.63,0.624,0.758,0.543,0.633
SEIR01_sl250_mr025_nv10_17,0.6,0.75,0.667,0.625,0.625,0.625
SEIR01_sl250_mr025_nv10_18,0.737,0.875,0.8,0.806,0.781,0.794
SEIR01_sl250_mr025_nv10_19,0.8,1,0.889,1,0.833,0.909
SEIR01_sl250_mr025_nv10_2,0.867,0.929,0.897,0.846,0.786,0.815
SEIR01_sl250_mr025_nv10_20,0.833,0.833,0.833,0.833,0.833,0.833
SEIR01_sl250_mr025_nv10_3,0.8,0.889,0.842,0.84,0.778,0.808
SEIR01_sl250_mr025_nv10_4,0.857,0.857,0.857,1,0.929,0.963
SEIR01_sl250_mr025_nv10_5,0.722,0.634,0.675,0.793,0.561,0.657
SEIR01_sl250_mr025_nv10_6,0.731,0.864,0.792,0.773,0.773,0.773
SEIR01_sl250_mr025_nv10_7,1,0.929,0.963,1,1,1
SEIR01_sl250_mr025_nv10_8,0.714,0.882,0.789,0.903,0.824,0.862
SEIR01_sl250_mr025_nv10_9,0.791,0.869,0.828,0.87,0.656,0.748
SEIR01_sl500_mr025_nv10_1,0.727,0.8,0.762,0.75,0.6,0.667
SEIR01_sl500_mr025_nv10_10,0.929,0.929,0.929,0.933,1,0.966
SEIR01_sl500_mr025_nv10_11,0.824,0.824,0.824,0.882,0.882,0.882
SEIR01_sl500_mr025_nv10_12,0.904,0.922,0.913,0.933,0.824,0.875
SEIR01_sl500_mr025_nv10_13,0.882,0.75,0.811,0.867,0.65,0.743
SEIR01_sl500_mr025_nv10_14,1,1,1,1,0.833,0.909
SEIR01_sl500_mr025_nv10_15,0.902,0.948,0.924,0.944,0.879,0.911
SEIR01_sl500_mr025_nv10_16,0.923,0.8,0.857,0.929,0.867,0.897
SEIR01_sl500_mr025_nv10_17,0.8,0.667,0.727,0.8,0.667,0.727
SEIR01_sl500_mr025_nv10_18,0.833,0.833,0.833,0.833,0.833,0.833
SEIR01_sl500_mr025_nv10_19,0.778,0.875,0.824,0.778,0.875,0.824
SEIR01_sl500_mr025_nv10_2,0.833,0.625,0.714,0.875,0.875,0.875
SEIR01_sl500_mr025_nv10_20,0.788,0.812,0.8,0.857,0.75,0.8
SEIR01_sl500_mr025_nv10_3,0.864,0.905,0.884,0.842,0.762,0.8
SEIR01_sl500_mr025_nv10_4,0.75,0.857,0.8,0.875,1,0.933
SEIR01_sl500_mr025_nv10_5,0.6,0.6,0.6,0.5,0.6,0.545
SEIR01_sl500_mr025_nv10_6,0.881,0.981,0.929,0.889,0.906,0.897
SEIR01_sl500_mr025_nv10_7,0.889,0.941,0.914,0.969,0.912,0.939
SEIR01_sl500_mr025_nv10_8,0.737,0.875,0.8,0.833,0.938,0.882
SEIR01_sl500_mr025_nv10_9,1,0.889,0.941,1,1,1
SIR003_sl1000_mr025_nv10_1,0.846,0.786,0.815,0.917,0.786,0.846
SIR003_sl1000_mr025_nv10_10,0.846,0.846,0.846,0.909,0.769,0.833
SIR003_sl1000_mr025_nv10_11,0.704,0.633,0.667,0.9,0.6,0.72
SIR003_sl1000_mr025_nv10_12,0.816,0.816,0.816,0.907,0.796,0.848
SIR003_sl1000_mr025_nv10_13,0.833,0.455,0.588,0.833,0.455,0.588
SIR003_sl1000_mr025_nv10_14,1,0.733,0.846,0.929,0.867,0.897
SIR003_sl1000_mr025_nv10_15,0.8,0.667,0.727,0.889,0.667,0.762
SIR003_sl1000_mr025_nv10_16,0.769,0.588,0.667,0.867,0.765,0.812
SIR003_sl1000_mr025_nv10_17,0.818,0.783,0.8,0.85,0.739,0.791
SIR003_sl1000_mr025_nv10_18,1,0.8,0.889,1,1,1
SIR003_sl1000_mr025_nv10_19,0.778,0.583,0.667,0.826,0.792,0.809
SIR003_sl1000_mr025_nv10_2,0.938,0.789,0.857,0.938,0.789,0.857
SIR003_sl1000_mr025_nv10_20,0.875,0.778,0.824,0.889,0.889,0.889
SIR003_sl1000_mr025_nv10_3,1,0.731,0.844,1,0.731,0.844
SIR003_sl1000_mr025_nv10_4,0.8,0.774,0.787,0.885,0.742,0.807
SIR003_sl1000_mr025_nv10_5,1,0.714,0.833,0.857,0.857,0.857
SIR003_sl1000_mr025_nv10_6,0.789,0.652,0.714,0.938,0.652,0.769
SIR003_sl1000_mr025_nv10_7,0.733,0.688,0.71,0.667,0.625,0.645
SIR003_sl1000_mr025_nv10_8,0.917,0.733,0.815,0.933,0.933,0.933
SIR003_sl1000_mr025_nv10_9,0.68,0.607,0.642,0.8,0.571,0.667
SIR003_sl1000_mr05_nv10_1,0.857,0.706,0.774,0.846,0.647,0.733
SIR003_sl1000_mr05_nv10_10,1,0.769,0.87,0.923,0.923,0.923
SIR003_sl1000_mr05_nv10_11,0.8,0.686,0.738,0.786,0.629,0.698
SIR003_sl1000_mr05_nv10_12,0.833,0.818,0.826,0.915,0.782,0.843
SIR003_sl1000_mr05_nv10_13,0.827,0.768,0.796,0.911,0.732,0.812
SIR003_sl1000_mr05_nv10_14,1,0.8,0.889,1,1,1
SIR003_sl1000_mr05_nv10_15,0.917,0.846,0.88,0.923,0.923,0.923
SIR003_sl1000_mr05_nv10_16,0.833,0.8,0.816,0.842,0.64,0.727
SIR003_sl1000_mr05_nv10_17,0.75,0.429,0.545,0.75,0.429,0.545
SIR003_sl1000_mr05_nv10_18,0.933,0.609,0.737,0.9,0.783,0.837
SIR003_sl1000_mr05_nv10_19,0.882,0.811,0.845,0.912,0.838,0.873
SIR003_sl1000_mr05_nv10_2,0.909,0.667,0.769,0.923,0.8,0.857
SIR003_sl1000_mr05_nv10_20,0.5,0.444,0.471,0.75,0.333,0.462
SIR003_sl1000_mr05_nv10_3,0.875,0.7,0.778,0.875,0.7,0.778
SIR003_sl1000_mr05_nv10_4,1,0.846,0.917,1,0.923,0.96
SIR003_sl1000_mr05_nv10_5,0.605,0.565,0.584,0.71,0.478,0.571
SIR003_sl1000_mr05_nv10_6,0.867,0.619,0.722,0.824,0.667,0.737
SIR003_sl1000_mr05_nv10_7,0.905,0.826,0.864,0.905,0.826,0.864
SIR003_sl1000_mr05_nv10_8,0.795,0.761,0.778,0.872,0.739,0.8
SIR003_sl1000_mr05_nv10_9,0.696,0.533,0.604,0.882,0.5,0.638
SIR003_sl1000_mr05_nv20_1,0.906,0.829,0.866,1,0.771,0.871
