dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.932,0.932,0.932,1.0,0.356,0.525
SEIR015_sl1000_mr0125_nv10_10,0.889,0.842,0.865,1.0,0.579,0.733
SEIR015_sl1000_mr0125_nv10_11,0.9,0.692,0.783,0.8,0.308,0.444
SEIR015_sl1000_mr0125_nv10_12,0.9,0.643,0.75,1.0,0.357,0.526
SEIR015_sl1000_mr0125_nv10_13,1.0,0.92,0.958,1.0,0.56,0.718
SEIR015_sl1000_mr0125_nv10_14,0.811,0.827,0.819,0.938,0.577,0.714
SEIR015_sl1000_mr0125_nv10_15,0.816,0.689,0.747,0.833,0.333,0.476
SEIR015_sl1000_mr0125_nv10_16,0.81,0.81,0.81,0.973,0.571,0.72
SEIR015_sl1000_mr0125_nv10_17,0.833,0.962,0.893,0.929,0.5,0.65
SEIR015_sl1000_mr0125_nv10_18,0.8,0.8,0.8,0.8,0.4,0.533
SEIR015_sl1000_mr0125_nv10_19,0.875,0.677,0.764,1.0,0.548,0.708
SEIR015_sl1000_mr0125_nv10_2,0.923,0.75,0.828,1.0,0.625,0.769
SEIR015_sl1000_mr0125_nv10_20,0.897,0.854,0.875,0.952,0.488,0.645
SEIR015_sl1000_mr0125_nv10_3,0.8,0.889,0.842,1.0,0.778,0.875
SEIR015_sl1000_mr0125_nv10_4,0.909,1.0,0.952,0.857,0.6,0.706
SEIR015_sl1000_mr0125_nv10_5,0.96,0.941,0.95,0.8,0.235,0.364
SEIR015_sl1000_mr0125_nv10_6,0.811,0.857,0.833,0.917,0.314,0.468
SEIR015_sl1000_mr0125_nv10_7,0.919,0.838,0.877,0.939,0.456,0.614
SEIR015_sl1000_mr0125_nv10_8,0.857,1.0,0.923,0.9,0.5,0.643
SEIR015_sl1000_mr0125_nv10_9,0.5,0.524,0.512,0.75,0.143,0.24
SEIR015_sl1000_mr025_nv10_1,1.0,0.8,0.889,1.0,0.7,0.824
SEIR015_sl1000_mr025_nv10_10,0.857,0.545,0.667,1.0,0.364,0.533
SEIR015_sl1000_mr025_nv10_11,0.895,0.911,0.903,1.0,0.429,0.6
SEIR015_sl1000_mr025_nv10_12,0.875,0.7,0.778,1.0,0.3,0.462
SEIR015_sl1000_mr025_nv10_13,0.3,0.3,0.3,1.0,0.2,0.333
SEIR015_sl1000_mr025_nv10_14,0.75,0.72,0.735,0.833,0.6,0.698
SEIR015_sl1000_mr025_nv10_15,0.844,0.655,0.738,1.0,0.241,0.389
SEIR015_sl1000_mr025_nv10_16,0.714,0.714,0.714,0.9,0.643,0.75
SEIR015_sl1000_mr025_nv10_17,0.914,0.842,0.877,0.857,0.474,0.61
SEIR015_sl1000_mr025_nv10_18,0.882,0.811,0.845,0.947,0.486,0.643
SEIR015_sl1000_mr025_nv10_19,0.696,0.842,0.762,0.778,0.368,0.5
SEIR015_sl1000_mr025_nv10_2,0.842,0.857,0.85,0.947,0.321,0.48
SEIR015_sl1000_mr025_nv10_20,0.75,0.75,0.75,1.0,0.5,0.667
SEIR015_sl1000_mr025_nv10_3,0.882,0.978,0.928,0.935,0.63,0.753
SEIR015_sl1000_mr025_nv10_4,0.894,0.955,0.923,0.913,0.477,0.627
SEIR015_sl1000_mr025_nv10_5,0.84,0.875,0.857,0.938,0.625,0.75
SEIR015_sl1000_mr025_nv10_6,0.957,0.957,0.957,1.0,0.565,0.722
SEIR015_sl1000_mr025_nv10_7,1.0,0.667,0.8,1.0,0.556,0.714
SEIR015_sl1000_mr025_nv10_8,0.947,0.9,0.923,1.0,0.7,0.824
SEIR015_sl1000_mr025_nv10_9,0.946,0.946,0.946,0.971,0.589,0.733
SEIR015_sl1000_mr025_nv20_1,0.812,0.867,0.839,1.0,0.333,0.5
SEIR015_sl1000_mr025_nv20_10,0.727,0.889,0.8,0.75,0.667,0.706
SEIR015_sl1000_mr025_nv20_11,0.923,0.923,0.923,1.0,0.615,0.762
SEIR015_sl1000_mr025_nv20_12,0.48,0.6,0.533,0.833,0.5,0.625
SEIR015_sl1000_mr025_nv20_13,0.692,1.0,0.818,0.875,0.778,0.824
SEIR015_sl1000_mr025_nv20_14,0.952,0.909,0.93,0.9,0.409,0.563
SEIR015_sl1000_mr025_nv20_15,0.625,0.833,0.714,0.909,0.417,0.571
SEIR015_sl1000_mr025_nv20_16,0.871,0.9,0.885,0.852,0.767,0.807
SEIR015_sl1000_mr025_nv20_17,0.877,0.893,0.885,0.938,0.536,0.682
SEIR015_sl1000_mr025_nv20_18,0.811,0.769,0.789,0.938,0.385,0.545
SEIR015_sl1000_mr025_nv20_19,0.533,0.727,0.615,1.0,0.364,0.533
SEIR015_sl1000_mr025_nv20_2,0.852,0.92,0.885,1.0,0.64,0.78
SEIR015_sl1000_mr025_nv20_20,0.684,0.684,0.684,0.833,0.526,0.645
SEIR015_sl1000_mr025_nv20_3,0.892,0.879,0.885,0.968,0.455,0.619
SEIR015_sl1000_mr025_nv20_4,0.889,0.97,0.928,0.917,0.333,0.489
SEIR015_sl1000_mr025_nv20_5,0.973,0.923,0.947,0.941,0.41,0.571
SEIR015_sl1000_mr025_nv20_6,0.837,0.947,0.889,0.962,0.658,0.781
SEIR015_sl1000_mr025_nv20_7,0.943,0.917,0.93,1.0,0.722,0.839
SEIR015_sl1000_mr025_nv20_8,0.791,0.791,0.791,0.932,0.612,0.739
SEIR015_sl1000_mr025_nv20_9,0.765,0.722,0.743,1.0,0.222,0.364
SEIR015_sl1000_mr025_nv5_1,0.889,0.571,0.696,1.0,0.143,0.25
SEIR015_sl1000_mr025_nv5_10,0.583,0.583,0.583,0.909,0.278,0.426
SEIR015_sl1000_mr025_nv5_11,0.867,0.83,0.848,0.938,0.319,0.476
SEIR015_sl1000_mr025_nv5_12,0.8,0.727,0.762,0.6,0.273,0.375
SEIR015_sl1000_mr025_nv5_13,0.794,0.871,0.831,1.0,0.355,0.524
SEIR015_sl1000_mr025_nv5_14,0.867,0.867,0.867,1.0,0.667,0.8
SEIR015_sl1000_mr025_nv5_15,0.797,0.785,0.791,0.92,0.354,0.511
SEIR015_sl1000_mr025_nv5_16,0.96,0.923,0.941,1.0,0.308,0.471
SEIR015_sl1000_mr025_nv5_17,0.921,0.854,0.886,1.0,0.39,0.561
SEIR015_sl1000_mr025_nv5_18,0.796,0.782,0.789,0.833,0.455,0.588
SEIR015_sl1000_mr025_nv5_19,0.538,0.636,0.583,1.0,0.182,0.308
SEIR015_sl1000_mr025_nv5_2,1.0,0.444,0.615,1.0,0.222,0.364
SEIR015_sl1000_mr025_nv5_20,0.846,0.805,0.825,1.0,0.293,0.453
SEIR015_sl1000_mr025_nv5_3,0.714,0.556,0.625,1.0,0.296,0.457
SEIR015_sl1000_mr025_nv5_4,0.844,0.76,0.8,0.833,0.3,0.441
SEIR015_sl1000_mr025_nv5_5,0.625,0.476,0.541,0.5,0.048,0.087
SEIR015_sl1000_mr025_nv5_6,0.582,0.516,0.547,0.857,0.194,0.316
SEIR015_sl1000_mr025_nv5_7,0.852,0.885,0.868,0.875,0.269,0.412
SEIR015_sl1000_mr025_nv5_8,1.0,0.913,0.955,1.0,0.217,0.357
SEIR015_sl1000_mr025_nv5_9,0.727,0.6,0.658,0.857,0.3,0.444
SEIR015_sl1000_mr05_nv10_1,0.75,0.706,0.727,0.714,0.294,0.417
SEIR015_sl1000_mr05_nv10_10,0.889,0.889,0.889,0.857,0.667,0.75
SEIR015_sl1000_mr05_nv10_11,0.5,0.5,0.5,0.5,0.25,0.333
SEIR015_sl1000_mr05_nv10_12,0.625,0.625,0.625,0.75,0.375,0.5
SEIR015_sl1000_mr05_nv10_13,0.95,0.934,0.942,1.0,0.738,0.849
SEIR015_sl1000_mr05_nv10_14,0.745,0.826,0.784,0.941,0.348,0.508
SEIR015_sl1000_mr05_nv10_15,0.917,1.0,0.957,1.0,0.091,0.167
SEIR015_sl1000_mr05_nv10_16,0.86,0.902,0.881,1.0,0.61,0.758
