host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
196,282,complex,1,10,1/10,10
196,282,none,9,10,9/10,10
196,397,trans,10,10,10/10,10
196,484,complex,8,10,8/10,10
196,484,trans,2,10,2/10,10
282,34,trans,10,10,10/10,10
282,372,none,1,10,1/10,10
282,372,trans,9,10,9/10,10
282,426,complex,1,10,1/10,10
282,426,none,4,10,4/10,10
282,426,trans,5,10,5/10,10
282,829,none,3,10,3/10,10
282,829,trans,7,10,7/10,10
397,144,trans,10,10,10/10,10
442,95,complex,2,10,2/10,10
442,95,none,1,10,1/10,10
484,95,complex,1,10,1/10,10
484,95,trans,9,10,9/10,10
95,442,trans,7,10,7/10,10
