host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
14,171,none,9,10,9/10,9
14,18,none,3,10,3/10,10
14,18,trans,7,10,7/10,10
14,21,none,1,10,1/10,9
14,21,trans,8,10,8/10,9
14,26,trans,10,10,10/10,10
14,342,complex,2,10,2/10,10
14,342,none,3,10,3/10,10
14,342,trans,5,10,5/10,10
14,346,none,3,10,3/10,9
14,346,trans,6,10,6/10,9
14,454,none,3,10,3/10,9
14,454,trans,6,10,6/10,9
14,511,none,2,10,2/10,9
14,511,trans,7,10,7/10,9
14,54,none,9,10,9/10,10
14,54,trans,1,10,1/10,10
14,608,complex,1,10,1/10,10
14,608,none,2,10,2/10,10
14,608,trans,7,10,7/10,10
14,640,none,9,10,9/10,9
14,993,none,2,10,2/10,9
14,993,trans,7,10,7/10,9
16,342,complex,5,10,5/10,10
168,608,none,3,10,3/10,10
171,224,trans,10,10,10/10,10
171,30,trans,9,10,9/10,9
171,54,none,8,10,8/10,8
171,640,none,8,10,8/10,10
171,640,trans,1,10,1/10,10
30,32,none,4,10,4/10,10
30,32,trans,5,10,5/10,10
30,627,trans,10,10,10/10,10
32,30,trans,1,10,1/10,10
342,16,trans,5,10,5/10,10
342,45,trans,10,10,10/10,10
342,454,none,9,10,9/10,10
342,454,trans,1,10,1/10,10
346,511,none,8,10,8/10,10
346,511,trans,1,10,1/10,10
346,572,none,4,10,4/10,10
346,572,trans,6,10,6/10,10
346,600,trans,10,10,10/10,10
346,747,none,1,10,1/10,10
346,747,trans,9,10,9/10,10
383,691,none,6,10,6/10,6
511,346,trans,1,10,1/10,10
54,640,none,8,10,8/10,8
608,168,trans,7,10,7/10,10
608,249,trans,10,10,10/10,10
608,383,trans,10,10,10/10,10
608,691,trans,10,10,10/10,10
608,716,trans,10,10,10/10,10
640,171,trans,1,10,1/10,10
640,514,trans,10,10,10/10,10
747,438,trans,10,10,10/10,10
