unique.split,parent.split,host,parent.host
288-SPLIT1,unassigned_region-SPLIT2,288,unassigned_region
749,unassigned_region-SPLIT3,749,unassigned_region
5,unassigned_region-SPLIT3,5,unassigned_region
744,unassigned_region-SPLIT2,744,unassigned_region
544,unassigned_region-SPLIT1,544,unassigned_region
230,unassigned_region-SPLIT4,230,unassigned_region
395,34,395,34
34,unassigned_region-SPLIT4,34,unassigned_region
91,34,91,34
712,unassigned_region-SPLIT4,712,unassigned_region
103,unassigned_region-SPLIT1,103,unassigned_region
106,103,106,103
557,103,557,103
13,103,13,103
345,13,345,13
288-SPLIT2,unassigned_region-SPLIT1,288,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,544,unassigned_region,544
unassigned_region-SPLIT3,288-SPLIT1,unassigned_region,288
unassigned_region-SPLIT4,544,unassigned_region,544
